Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Notice of Clarification of Research Priorities for RFA-AA-21-003 ""SARS-CoV-2, COVID-19 and Consequences of Alcohol Use (R03 Clinical Trial Not Allowed) """,3/23/2021,,,NIAAA,NIH,None,NOT-AA-21-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-21-010.html
"Notice of  Clarification of Research Priorities for RFA-AA-21-002 ""SARS-CoV-2, COVID-19 and Consequences of Alcohol Use (R01 Clinical Trial Not Allowed) """,3/23/2021,,,NIAAA,NIH,None,NOT-AA-21-009,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-21-009.html
Updated Reporting Requirements for RADx-rad Grant Recipients,3/23/2021,,,NIH,NIH,None,NOT-OD-21-084,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-084.html
RESCINDED - Updated NHLBI Guidance Concerning Mentored Career Development (K08 and K23) Awards: Percent Effort,3/22/2021,,,NHLBI,NIH,None,NOT-HL-21-003,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-003.html
Expansion of Eligibility: Technical and Business Assistance (TABA) Needs Assessment Program for National Institutes of Health (NIH) Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) Awardees,3/22/2021,,,NIH,NIH,None,NOT-OD-21-082,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-082.html
"Notice of Corrections to PAR-20-181, Limited Competition: National Primate Research Centers (P51) (Clinical Trials Not Allowed)",3/22/2021,,P51,ORIP,NIH,None,NOT-OD-21-081,NOT,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-081.html
Notice of Intent to Publish Funding Opportunity Announcements for the RADx-UP Initiative (Phase II),3/22/2021,,,NIH,NIH,ORWH,NOT-OD-21-064,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-064.html
Notice of Special Interest (NOSI): Administrative Supplement for Providing Technical and Business Assistance (TABA) Funding to SBIR/STTR Awardees (Admin Supp),3/22/2021,10/7/2023,Admin Supp,NIH,NIH,"NINR, NCCIH, ORIP, NIGMS, NIAID, NIDCD, NIBIB, NEI, NIAAA, NIDCR, NCATS, NIMH, NIA",NOT-OD-21-062,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-062.html
Notice of Informational Webinar on the NIGMS U-RISE and MARC Programs,3/19/2021,,,NIGMS,NIH,None,NOT-GM-21-034,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-GM-21-034.html
Notice of Special Interest (NOSI): Conferences and Scientific Meetings Aimed at Supporting the National Eye Institutes Audacious Goals Initiative,3/19/2021,5/7/2024,R13,NEI,NIH,None,NOT-EY-21-009,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-EY-21-009.html
"Notice of Special Interest (NOSI): Fundamental Science Research on Complementary and Integrative Health Approaches, Including Natural Products or Mind and Body Interventions",3/19/2021,9/7/2024,"R01,R21",NCCIH,NIH,None,NOT-AT-21-006,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-21-006.html
"Notice of Correction to R&R Budget Form for PAR-21-160, NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required)",3/19/2021,,,NIDCR,NIH,None,NOT-DE-21-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DE-21-002.html
"Notice of Correction for PAR-21-057 ""Analytical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)""",3/19/2021,,,NINDS,NIH,None,NOT-NS-21-043,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-21-043.html
Notice of NIH Participation in the National Robotics Initiative (NRI),3/19/2021,,,NIBIB,NIH,"NIA, NINR, NEI, NCATS",NOT-EB-21-008,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-EB-21-008.html
Notice of Change to NOT-OD-20-025: Notice of Special Interest (NOSI): NIH Research Project Grants on Down Syndrome (R01) for the INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Project,3/19/2021,,,NIH,NIH,None,NOT-OD-21-077,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-077.html
Notice of Change to NOT-OD-20-024: Availability of Administrative Supplements for the INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Project,3/19/2021,,,NIH,NIH,None,NOT-OD-21-076,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-076.html
Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R21 Clinical Trial Optional),3/18/2021,5/7/2024,R21,NIMH,NIH,None,PAR-21-176,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-176.html
Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R01 Clinical Trial Optional),3/18/2021,5/7/2024,R01,NIMH,NIH,None,PAR-21-175,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-175.html
"Notice of Correction for PAR-21-059 ""Clinical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)""",3/18/2021,,,NINDS,NIH,None,NOT-NS-21-044,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-21-044.html
"Notice of Change to Key Dates for NIDA RFA-DA-22-004, "" Exploratory studies to investigate mechanisms of HIV infection, replication, latency, and/or pathogenesis in the context of substance use disorders (R61/R33 - Clinical Trial Not Allowed)""",3/18/2021,8/10/2022,,NIDA,NIH,None,NOT-DA-21-036,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-21-036.html
Support for Research Excellence  First Independent Research (SuRE-First) Award (R16 - Clinical Trial Not Allowed),3/18/2021,1/7/2024,R16,NIGMS,NIH,"NIDDK, NIBIB, NIA, NIAAA, NINDS, NINR, NIEHS, NICHD, NIDA, NCI, NIAID, NHGRI, NEI, NIDCR, NIDCD",PAR-21-173,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-173.html
"Notice of Change to Key Dates of RFA-MH-21-120, ""Mental Health Research Awards for Investigators Early in their Career in Low and Middle-Income Countries (R01 Clinical Trial Optional)""",3/18/2021,11/14/2021,,NIMH,NIH,None,NOT-MH-21-220,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-21-220.html
Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21 Clinical Trial Not Allowed),3/18/2021,11/17/2023,R21,NCI,NIH,None,PAR-21-061,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-061.html
"Notice of Intent to Publish a Funding Opportunity Announcement for the ARDS, Pneumonia, and Sepsis Phenotyping Consortium Coordinating Center (U01)",3/17/2021,,,NHLBI,NIH,NIGMS,NOT-HL-21-006,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-006.html
"Notice of Intent to Publish a Funding Opportunity Announcement for the ARDS, Pneumonia, and Sepsis Phenotyping Consortium Clinical Centers (U01 Clinical Trial Not Allowed)",3/17/2021,,,NHLBI,NIH,NIGMS,NOT-HL-21-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-002.html
Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed),3/17/2021,5/7/2024,R21,ORIP,NIH,None,PAR-21-167,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-167.html
Notice of Intent to Publish a Funding Opportunity Announcement for Neurosurgeon Research Career Development Program (NRCDP) (K12),3/17/2021,,,NINDS,NIH,None,NOT-NS-21-029,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-21-029.html
Mentored Career Transition Award for Intramural  Fellows (K22 Clinical Trials Not Allowed),3/16/2021,5/7/2024,K22,NIMH,NIH,None,PA-21-194,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-194.html
Mentored Career Transition Award for Intramural Fellows (K22 Clinical Trials Required),3/16/2021,5/7/2024,K22,NIMH,NIH,None,PA-21-195,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-21-195.html
Notice of Information: NCATS to Issue an Emergency Competitive Revision Sole Source Award in Support of ACTIV-6,3/16/2021,,,NCATS,NIH,None,NOT-TR-21-024,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-TR-21-024.html
"Notice of NICHD Participation in PA-20-183, ""Research Project Grant (Parent R01 Clinical Trial Required)""",3/16/2021,,,NICHD,NIH,None,NOT-HD-21-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-21-019.html
Request for Information (RFI): Ovarian Anatomy Nomenclature Workshop Proposal at NICHD,3/16/2021,,,NICHD,NIH,None,NOT-HD-21-015,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-21-015.html
"Notice of Change: Extension of PA-18-705 ""SBIR Technology Transfer (R43/R44 Clinical Trial Not Allowed)""",3/16/2021,9/5/2021,,NINDS,NIH,None,NOT-NS-21-042,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-21-042.html
"RESCINDED - Notice of Information: NHLBI Extensions for Career Development Award (K01, K08, K23, K25) Recipients Whose Career Trajectories Have Been Significantly Impacted by COVID-19",3/16/2021,,,NHLBI,NIH,None,NOT-HL-21-005,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-005.html
"Notice of  Pre-Application Webinar and Frequently Asked Questions (FAQs) for NHLBI ENRICH RFA-HL-22-007 ""Clinical Centers (UG3/UH3)"" and RFA-HL-22-008 ""Resource and Coordinating Center (U24)""",3/16/2021,,,NHLBI,NIH,None,NOT-HL-21-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-004.html
The NCI Transition Career Development Award (K22 - Independent Clinical Trial Required),3/15/2021,3/14/2024,K22,NCI,NIH,None,PAR-21-111,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-111.html
The NCI Transition Career Development Award (K22 - Independent Clinical Trial Not Allowed),3/15/2021,3/14/2024,K22,NCI,NIH,None,PAR-21-128,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-128.html
The NCI Transition Career Development Award (K22 Independent Basic Experimental Studies with Humans Required),3/15/2021,3/14/2024,K22,NCI,NIH,None,PAR-21-318,PAR,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PAR-21-318.html
"Notice of NICHD Participation on PA-20-184 ""Research Project Grant (Parent R01 Basic Experimental Studies with Humans Required)""",3/15/2021,,,NICHD,NIH,None,NOT-HD-21-020,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-21-020.html
Transition to Independent Environmental Health Research (TIEHR) Career Award (K01 Clinical Trial Required),3/15/2021,5/7/2024,K01,NIEHS,NIH,None,PAR-21-171,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-171.html
Transition to Independent Environmental Health Research (TIEHR) Career Award (K01 Clinical Trial Not Allowed),3/15/2021,5/7/2024,K01,NIEHS,NIH,None,PAR-21-172,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-172.html
Transition to Independent Environmental Health Research (TIEHR) Career Award (K01 Independent Basic Experimental Studies with Humans Required),3/15/2021,5/7/2024,K01,NIEHS,NIH,None,PAR-21-170,PAR,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PAR-21-170.html
Medical Scientist Training Program (T32),3/15/2021,1/25/2024,T32,NIGMS,NIH,None,PAR-21-189,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-189.html
"Notice of Correction to NOT-OD-21-065 ""Notice of Intent to Publish a Research Opportunity Announcement for RADx-UP Return to School Diagnostic Testing Approaches (OT2 Clinical Trial Required)"" for Clinical Trial Requirements",3/15/2021,,,NIH,NIH,None,NOT-OD-21-072,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-072.html
Notice of Correction to Application and Submission Information for NOSI: Availability of Administrative Supplements for Childcare Costs for Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellows (NOT-OD-21-070),3/15/2021,,,NIH,NIH,None,NOT-OD-21-075,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-075.html
Announcement of Childcare Costs for Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellows,3/15/2021,,,NIH,NIH,None,NOT-OD-21-074,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-074.html
Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional),3/12/2021,3/7/2024,R01,NCI,NIH,None,PAR-21-190,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-190.html
"Upcoming Changes to the Biographical Sketch and Other Support Format Page for Due Dates on or after May 25, 2021",3/12/2021,,,NIH,NIH,None,NOT-OD-21-073,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-073.html
Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed),3/12/2021,6/20/2024,R61/R33,NINDS,NIH,None,PAR-21-122,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-122.html
Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed),3/12/2021,6/20/2024,R61/R33,NINDS,NIH,NIA,PAR-21-123,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-123.html
Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed),3/12/2021,6/20/2024,R61/R33,NINDS,NIH,NCCIH,PAR-21-124,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-124.html
Notice of Early Expiration of NOT-MH-21-075 Notice of Special Interest (NOSI) regarding the Use of Human Connectome Data for Secondary Analysis,3/11/2021,,,NIMH,NIH,None,NOT-MH-21-210,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-21-210.html
Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),3/11/2021,5/7/2024,UG3/UH3,NINDS,NIH,"NIDCR, NICHD, NIA, NIBIB, OBSSR, NCCIH, NIDA, NEI, NIMH, NIAAA",PAR-21-163,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-163.html
Request for Information (RFI): Improving the Mental Health of Rural People,3/11/2021,,,NIMH,NIH,None,NOT-MH-21-190,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-21-190.html
"Notice of NINR Participation in PA-18-935, ""Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement/Clinical Trial Optional)""",3/11/2021,,,NINR,NIH,None,NOT-NR-21-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NR-21-002.html
"Notice of NIAMS Participation in NOT-EB-21-001 ""Notice of Special Interest (NOSI): Small Business Initiatives for Innovative Diagnostic Technology for Improving Outcomes for Maternal Health""",3/11/2021,,,NIAMS,NIH,None,NOT-AR-21-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AR-21-019.html
Request for Information (RFI): Invitation to Comment on the Draft NIH INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Down Syndrome Research Plan,3/10/2021,,,NICHD,NIH,OD,NOT-HD-21-014,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-21-014.html
"Notice of Change to update the FOA title for RFA-FD-21-029 ""Alliance to Support Integrated Public Health System Activities (U2F) Clinical Trials Not Allowed""",3/10/2021,,,FDA,FDA,None,NOT-FD-21-012,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-FD-21-012.html
Notice of Special Interest (NOSI): Using Systems Science Methodologies to Protect and Improve Child and Reproductive Population Health,3/10/2021,5/7/2024,R01,NICHD,NIH,"ODP, NCI",NOT-HD-20-032,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-20-032.html
Notice of Correction to Application Types Allowed for RFA-TR-21-010 Basket Clinical Trials of Drugs Targeting Shared Molecular Etiologies in Multiple Rare Diseases (U44 Clinical Trial Required),3/8/2021,,,NCATS,NIH,None,NOT-TR-21-023,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-TR-21-023.html
New Directions in Hematology Research (SHINE-II) (R01 Clinical Trial Optional),3/8/2021,5/7/2024,R01,NIDDK,NIH,"NIA, NHLBI",PAS-21-150,PAS,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-21-150.html
NIOSH Support for Conferences and Scientific Meetings (U13 Clinical Trial Not Allowed),3/5/2021,12/14/2025,U13,NIOSH,CDC,None,PAR-21-193,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-193.html
"Notice of Change to Biosketch Instructions for PAR-20-066 ""Postbaccalaureate Research Education Program (R25 - Independent Clinical Trial Not Allowed)""",3/5/2021,,,NIGMS,NIH,None,NOT-GM-21-020,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-GM-21-020.html
NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required),3/4/2021,5/7/2024,UG3/UH3,NIDCR,NIH,None,PAR-21-160,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-160.html
Notice of Technical Assistance Webinar for Notice of Special Interest (NOSI): Small Business Initiatives for Innovative Diagnostic Technology for Improving Outcomes for Maternal Health,3/3/2021,3/8/2021,,NIBIB,NIH,None,NOT-EB-21-007,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-EB-21-007.html
"Notice of NIDDK Participation in PAR-19-343 ""Maximizing Opportunities for Scientific and Academic Independent Careers (MOSAIC) Postdoctoral Career Transition Award to Promote Diversity (K99/R00 Independent Clinical Trial Not Allowed)""",3/3/2021,,,NIDDK,NIH,None,NOT-DK-21-012,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DK-21-012.html
Notice of Special Interest (NOSI): Translation of BRAIN Initiative Technologies to the Marketplace,3/3/2021,1/5/2024,"R43/R44,R41/R42",NIMH,NIH,"NIA, NIAAA, NIBIB, NINDS, NIDA, NEI, NCCIH, NICHD, NIDCD",NOT-MH-21-125,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-21-125.html
Special Emphasis Notice (SEN): AHRQ Announces Interest in Health Services Research to Address Substance Use Disorder Epidemic,3/2/2021,,,AHRQ,AHRQ,None,NOT-HS-21-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HS-21-010.html
Early Stage Testing of Pharmacologic or Device-based Interventions for the Treatment of Mental Disorders (R61/R33 Clinical Trial Required),3/2/2021,2/15/2024,R61/R33,NIMH,NIH,None,PAR-21-137,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-137.html
Early Stage Testing of Pharmacologic or Device-based Interventions for the Treatment of Mental Disorders (R33- Clinical Trial Required),3/2/2021,2/15/2024,R33,NIMH,NIH,None,PAR-21-136,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-136.html
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R61/R33 Clinical Trial Required),3/2/2021,2/15/2024,R61/R33,NIMH,NIH,None,PAR-21-135,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-135.html
